"class";"x.1";"x.2";"x.3";"x.4"
"1";1,31220222543062;2,48456883204923;1,61799099007187;3,23312163476415
"1";1,47809920495504;1,35858371606846;1,05061464689153;1,32136618596052
"1";1,63046583492111;3,57852777895056;-0,733000050056137;3,48972634121536
"1";2,0244146875371;1,96002166138721;4,63940090061469;1,87135283729425
"1";1,39059976315026;2,60487684462418;0,154230752287433;2,53087057267566
"1";2,14395706106085;2,73083243525467;-1,14965446113544;2,84420735172511
"1";2,19463518400575;3,34235332510016;-1,19299674806361;3,3873142051717
"1";-0,33287905096387;2,44147443272695;-0,0421190805786865;2,77082077147045
"1";1,02086872768564;2,66234235080669;2,45704359681367;3,12549252801798
"1";2,39161321828985;3,11183752866802;0,0381427565698743;3,24246701912164
"1";3,55444733560674;2,43156632387769;1,90581640635642;2,43158330290177
"1";2,71266156698295;3,43350898796134;-0,106256974626005;3,64057565563974
"1";1,30601743808986;2,74552307915061;0,957662751676238;3,91844108780731
"1";2,48793176224154;3,3604080728995;3,79381869169717;3,80359424039649
"1";2,48531253672575;2,17167863197765;-3,37899641392204;2,26613834248751
"1";0,328402371931915;1,04808216190111;-5,62150939592113;1,19790678491723
"1";3,5864295775071;3,02170400755231;2,4120705003364;2,98059623427298
"1";3,68840365870879;3,75763300010764;0,786613582947779;3,06715329065766
"1";1,38311665713207;2,03769310287551;-1,58357994612992;1,97038914604101
"1";2,67749312871827;2,52671140634343;0,851270102895051;2,18854398099839
"1";2,0749234481446;2,23081956064946;-0,484461267775868;2,52302901315941
"1";0,8204611572947;1,19490464120053;0,859809093333587;1,62266349929233
"1";1,77083305610002;2,19937255289108;-2,53669235811232;2,35955400105932
"1";-0,503738631692995;0,226670516233012;2,64607167945687;1,37830144614032
"1";1,65982388128482;2,27338065306384;-1,32120401493845;3,00017130405406
"1";1,20027167618604;1,86465639114125;-1,35909908796494;2,13633303407536
"1";3,10167569417169;3,83865993943184;1,86994616130602;3,55173425406026
"1";1,91546868207518;2,09292227423777;-2,76286729022178;2,08735517775824
"1";2,97822910445299;2,56776421082357;0,266233561840522;2,62258603117481
"1";3,54424967938359;3,79860205298483;-2,65370515304471;3,63276445818686
"1";3,05284146959928;4,02614906031113;4,15012110392789;4,39783083871498
"1";1,45211207790568;2,72075268027092;0,976331250341618;3,49677607085529
"1";1,65812727634629;2,68877979016061;-0,893025735009598;2,21958231609301
"1";0,978464472485142;1,55615817117289;2,04695335954033;1,65089504442786
"1";4,98204904015952;4,01759317625709;1,78895005882035;3,24557531489717
"1";3,29246884681455;2,6850195699883;4,39884461865549;3,00101496595057
"1";1,28408668252413;1,82632240094994;0,263764423730234;2,32163477850262
"1";0,686565261352862;0,256280511757225;-1,4028746088936;0,010002388131042
"1";1,13242059444352;1,83537489792584;0,109991025782898;1,96422725481401
"1";1,57799196852102;1,32336941637831;1,83021784474009;1,24437018866473
"1";0,385503614335073;1,3178522882123;5,93159074965768;1,66185652419391
"1";3,58935406891551;4,50899304265848;-1,69721304496153;4,7665058994124
"1";1,55296374305757;2,00942418721944;1,76866521441342;2,37756064266566
"1";2,38012781346068;3,06378942257357;2,87385248586439;3,81222221161941
"1";3,42129932177931;2,51560303399945;0,350379616874382;2,57928993945052
"1";1,6603433438482;1,26930580962969;1,08688263726384;1,07743934889258
"1";-0,945551823111435;2,38919408011771;1,50261061775582;3,09155178030397
"1";2,10125366225595;2,48209877487656;3,43449684622743;2,95434664983603
"1";2,96141454428223;3,29953206893489;-1,60423033751906;2,91767971222072
"1";1,24247533339182;1,95702021309237;-0,23734671687542;2,53523610472202
"2";-0,912635767365761;1,84592207545549;-4,00812704838266;2,99723502783461
"2";-0,861994770698908;1,97329413815922;-3,81205342463896;2,81784326603681
"2";-1,00512375930554;3,10635855292488;-0,865113113804811;4,41154183970295
"2";-0,849506658864012;1,34777221149932;0,193586317789448;2,18317460121826
"2";-1,31026190663723;0,863067202147104;-2,85519487801016;1,97661856061061
"2";-0,942553201315196;1,82972787572755;-0,363923555898225;2,80139561352514
"2";-1,89874284742776;0,959768472390901;-1,5463276155213;1,97715748302372
"2";-0,909163538002257;0,731650699121423;2,74837478444923;1,91972549737357
"2";-0,218036498969262;1,40524684914875;1,36649767230425;2,48589424296007
"2";-1,48107556018308;0,854383552082816;-0,13713660475445;2,23746713524192
